playedAt,albumID,albumName,albumReleaseDate,durationMs,trackID,trackName,trackPopularity,artistID,artistName,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genres,artistPopularity,followers,trackHashID,hashID
2022-06-29 11:15:17.636000-04:00,1AL5oXZRtTc8PyhcTwg4xQ,Texas Flood (Legacy Edition),1983,219586,1a2iF9XymafjRk56q7oCxo,Pride and Joy,66,5fsDcuclIe8ZiBD5P787K1,Stevie Ray Vaughan,0.427,0.626,8,-11.821,1,0.0385,0.0274,0.00395,0.106,0.743,126.877,4,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'rock', 'texas blues']",60,2126888,202206291115171a2iF9XymafjRk56q7oCxo,202206291115171a2iF9XymafjRk56q7oCxo5fsDcuclIe8ZiBD5P787K1
2022-06-29 11:11:38.219000-04:00,3ycjBixZf7S3WpC5WZhhUK,Led Zeppelin,1969-01-12,166266,0QwZfbw26QeUoIy82Z2jYp,Good Times Bad Times - 1993 Remaster,68,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,0.476,0.717,9,-9.192,1,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,4,"['album rock', 'classic rock', 'hard rock', 'rock']",75,12303631,202206291111380QwZfbw26QeUoIy82Z2jYp,202206291111380QwZfbw26QeUoIy82Z2jYp36QJpDe2go2KgaRleHCDTp
2022-06-28 16:51:47.616000-04:00,1W5CtQ7Ng0kP3lXyz7PIT2,In Through the out Door (Remaster),1979-08-15,370920,3i25w2HOWoafnTIiWJCL71,Fool in the Rain - Remaster,64,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,0.52,0.912,0,-7.512,1,0.0487,0.124,0.00151,0.239,0.702,131.403,4,"['album rock', 'classic rock', 'hard rock', 'rock']",75,12303631,202206281651473i25w2HOWoafnTIiWJCL71,202206281651473i25w2HOWoafnTIiWJCL7136QJpDe2go2KgaRleHCDTp
2022-06-28 08:14:56.907000-04:00,70lQYZtypdCALtFVlQAcvx,Led Zeppelin II (1994 Remaster),1969-10-22,333893,0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,77,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,4,"['album rock', 'classic rock', 'hard rock', 'rock']",75,12303631,202206280814560hCB0YR03f6AmQaHbwWDe8,202206280814560hCB0YR03f6AmQaHbwWDe836QJpDe2go2KgaRleHCDTp
2022-06-28 07:58:16.719000-04:00,3ycjBixZf7S3WpC5WZhhUK,Led Zeppelin,1969-01-12,282426,62QInSlXQI11BR9ycVWjd6,I Can't Quit You Baby - 1990 Remaster,53,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,0.506,0.434,2,-13.758,1,0.129,0.525,0.0011,0.234,0.498,80.523,3,"['album rock', 'classic rock', 'hard rock', 'rock']",75,12303631,2022062807581662QInSlXQI11BR9ycVWjd6,2022062807581662QInSlXQI11BR9ycVWjd636QJpDe2go2KgaRleHCDTp
2022-06-28 07:53:33.195000-04:00,44Ig8dzqOkvkGDzaUof9lK,Led Zeppelin IV (Deluxe Edition),1971-11-08,220560,4PRGxHpCpF2yoOHYKQIEwD,Rock and Roll - Remaster,70,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,0.317,0.887,9,-7.292,1,0.0375,0.000582,0.00258,0.0891,0.871,169.613,4,"['album rock', 'classic rock', 'hard rock', 'rock']",75,12303631,202206280753334PRGxHpCpF2yoOHYKQIEwD,202206280753334PRGxHpCpF2yoOHYKQIEwD36QJpDe2go2KgaRleHCDTp
2022-06-28 07:49:52.323000-04:00,6P5QHz4XtxOmS5EuiGIPut,Led Zeppelin III (Remaster),1970,146250,78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,78,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,4,"['album rock', 'classic rock', 'hard rock', 'rock']",75,12303631,2022062807495278lgmZwycJ3nzsdgmPPGNx,2022062807495278lgmZwycJ3nzsdgmPPGNx36QJpDe2go2KgaRleHCDTp
2022-06-29 11:08:51.407000-04:00,5B4PYA7wNN4WdEXdIJu58a,Ten,1991-08-27,292580,6QewNVIDKdSl8Y3ycuHIei,Even Flow,76,1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,4,"['grunge', 'permanent wave', 'rock']",73,7577979,202206291108516QewNVIDKdSl8Y3ycuHIei,202206291108516QewNVIDKdSl8Y3ycuHIei1w5Kfo2jwwIPruYS2UWh56
2022-06-29 11:03:58.410000-04:00,6DExt1eX4lflLacVjHHbOs,Pronounced' Leh-'Nerd 'Skin-'Nerd,1973-01-01,547106,5EWPGh7jbTNO2wakv8LjUI,Free Bird,77,4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,4,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",71,4115372,202206291103585EWPGh7jbTNO2wakv8LjUI,202206291103585EWPGh7jbTNO2wakv8LjUI4MVyzYMgTwdP7Z49wAZHx0
2022-06-28 17:04:39.114000-04:00,54V1ljNtyzAm053oJqi0SH,Second Helping,1974-04-15,291735,6PPhp1qpAjLUxQr75vSD4H,The Ballad Of Curtis Loew,63,4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,0.432,0.425,9,-12.165,1,0.0918,0.312,3.19e-06,0.105,0.589,144.821,4,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",71,4115372,202206281704396PPhp1qpAjLUxQr75vSD4H,202206281704396PPhp1qpAjLUxQr75vSD4H4MVyzYMgTwdP7Z49wAZHx0
