playedAt,albumID,albumName,albumReleaseDate,durationMs,trackID,trackName,trackPopularity,artistID,artistName,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genres,artistPopularity,followers,trackHashID,hashID
2022-06-30 18:36:41.627000-04:00,5WwXMygJ3dQXk3S6mDDfCH,Light Grenades,2006-11-28,257253,5wvYib82q05wiNjLElD8GJ,Dig,63,3YcBF2ttyueytpXtEzn1Za,Incubus,0.45,0.895,11,-4.739,1,0.0386,0.0293,0.0,0.116,0.463,77.577,4,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",66,2893279,202206301836415wvYib82q05wiNjLElD8GJ,202206301836415wvYib82q05wiNjLElD8GJ3YcBF2ttyueytpXtEzn1Za
2022-06-30 18:26:44.380000-04:00,2pCfqddO9tLKRz3wzSNGsZ,Them Vs. You Vs. Me (Deluxe Edition),2007-01-01,208106,28IEbk5a7twNTbUEvWslUb,Paralyzer,75,0niJkG4tKkne3zwr7I8n9n,Finger Eleven,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,4,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']",59,602904,2022063018264428IEbk5a7twNTbUEvWslUb,2022063018264428IEbk5a7twNTbUEvWslUb0niJkG4tKkne3zwr7I8n9n
2022-06-30 18:23:16.100000-04:00,3W6TEVlmaP22E4KvWY9HrS,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",2018-04-06,198333,6otiaV2fagE3s8IvP6WkwG,I'm Just a Kid,72,2p4FqHnazRucYQHyDCdBrJ,Simple Plan,0.527,0.834,1,-5.531,1,0.0447,0.00107,0.000102,0.0993,0.422,110.065,4,"['canadian pop punk', 'canadian punk', 'canadian rock', 'pop punk']",67,3189255,202206301823166otiaV2fagE3s8IvP6WkwG,202206301823166otiaV2fagE3s8IvP6WkwG2p4FqHnazRucYQHyDCdBrJ
2022-06-30 18:18:41.182000-04:00,5nkUSlIhtoJZMOUlB0sNCp,From Under The Cork Tree,2005-05-03,229093,2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",79,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,4,"['emo', 'modern rock', 'rock']",77,9540778,202206301818412TfSHkHiFO4gRztVIkggkE,202206301818412TfSHkHiFO4gRztVIkggkE4UXqAaa6dQYAk18Lv7PEgX
2022-06-30 18:14:51.583000-04:00,0ndGMh4twJNzPpr5XtHTR2,"Whatever People Say I Am, That's What I'm Not",2006-02-21,173680,29EkMZmUNz1WsuzaMtVo1i,I Bet You Look Good On The Dancefloor,62,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,4,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",82,14887177,2022063018145129EkMZmUNz1WsuzaMtVo1i,2022063018145129EkMZmUNz1WsuzaMtVo1i7Ln80lUS6He07XvHI8qqHH
2022-06-30 18:11:56.918000-04:00,7kcbYCvOoFZs9FRPDWVrey,Runtastic - Power Workout (Vol. 1),2015-11-20,253813,6qS04no9s93xryizOrZ4ru,No One Knows,60,4pejUc4iciQfgdX6OKulQn,Queens of the Stone Age,0.518,0.547,0,-5.312,1,0.0493,0.0106,0.000111,0.071,0.71,170.944,4,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",67,3013357,202206301811566qS04no9s93xryizOrZ4ru,202206301811566qS04no9s93xryizOrZ4ru4pejUc4iciQfgdX6OKulQn
2022-06-30 18:07:42.892000-04:00,5LEXck3kfixFaA3CqVE7bC,White Pony,2000-05-16,299533,51c94ac31swyDQj9B3Lzs3,Change (In the House of Flies),75,6Ghvu1VvMGScGpOUJBAHNH,Deftones,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,4,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",72,2702636,2022063018074251c94ac31swyDQj9B3Lzs3,2022063018074251c94ac31swyDQj9B3Lzs36Ghvu1VvMGScGpOUJBAHNH
2022-06-30 18:02:42.667000-04:00,3BCMpDOcQlbCZpf5vnTadZ,When The World Comes Down,2008-01-01,213106,6ihL9TjfRjadfEePzXXyVF,Gives You Hell,73,3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,4,"['modern rock', 'pop punk', 'pop rock', 'rock']",65,2336178,202206301802426ihL9TjfRjadfEePzXXyVF,202206301802426ihL9TjfRjadfEePzXXyVF3vAaWhdBR38Q02ohXqaNHT
2022-06-30 17:59:09.176000-04:00,0urhQCsjpczjC8zbTMtd8t,Silent Alarm,2005-03-22,196613,2YxXuCdbUpil3P7tRjhW1t,Banquet,61,3MM8mtgFzaEJsqbjZBSsHJ,Bloc Party,0.578,0.892,10,-7.952,0,0.0441,0.000139,0.0111,0.215,0.892,150.253,4,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']",59,1030893,202206301759092YxXuCdbUpil3P7tRjhW1t,202206301759092YxXuCdbUpil3P7tRjhW1t3MM8mtgFzaEJsqbjZBSsHJ
2022-06-30 16:19:35.360000-04:00,64Ky1tqKPfwxhJs6msphWd,9 To 5 And Odd Jobs,1980,162466,4w3tQBXhn5345eUXDGBWZG,9 to 5,77,32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,4,"['classic country pop', 'country', 'country dawn']",69,1820024,202206301619354w3tQBXhn5345eUXDGBWZG,202206301619354w3tQBXhn5345eUXDGBWZG32vWCbZh0xZ4o9gkz4PsEU
